f1,f2,f3,f4,f5,val_score
abs_q95,q01_roll_std_10,min_roll_mean_100,q05_roll_std_100,av_change_abs_roll_std_100,2.366284132003784
classic_sta_lta8_q05,med,q99_roll_std_1000,q05_roll_std_10,Rmax_last_5000,2.3662846088409424
modified_sta_lta5_q05,av_change_rate_roll_std_10,q05_roll_std_10,std,avg_first_50000,2.366293668746948
q05_roll_std_1000,av_change_rate_roll_std_100v2,classic_sta_lta6_q05,kurt,modified_sta_lta3_mean,2.3662986755371094
classic_sta_lta5_mean,max_roll_mean_100,q05_roll_std_10,freq_cross_first_50000,max_roll_mean_10,2.366302013397217
MA_400MA_BB_low_mean,q99,q05_roll_std_100,modified_sta_lta6_q95,MA_700MA_BB_low_mean,2.366304636001587
q99_roll_mean_10,mean,Rmax_last_5000,q05_roll_std_1000,av_change_rate_roll_std_100v2,2.3663079738616943
ave_roll_std_100,q05_roll_std_1000,exp_Moving_average_6000_mean,abs_max_roll_std_10,max_to_min,2.3663110733032227
q05_roll_std_10,abs_q99,Istd,abs_max_roll_std_10,classic_sta_lta4_q05,2.3663218021392822
q95_roll_std_1000,Rmax_last_5000,q99_roll_mean_1000,q05_roll_std_10,mean_abs_diff,2.3663225173950195
av_change_rate_roll_mean_10_v2,q05_roll_std_100,iqr,q95_roll_std_10,max_roll_std_10,2.3663523197174072
std_first_10000,q05_roll_std_10,classic_sta_lta4_q95,av_change_abs_roll_mean_100,MA_700MA_BB_high_mean,2.3663644790649414
q05_roll_std_10,av_change_rate_roll_std_10,q05_roll_mean_1000,mean_abs_diff,max,2.3663885593414307
q05_roll_std_10,mean,ave_roll_mean_100,sum,ave_roll_std_1000,2.366389513015747
classic_sta_lta4_mean,q05_roll_std_100,iqr,av_change_rate_roll_mean_100,classic_sta_lta8_mean,2.36639404296875
modified_sta_lta7_q95,q05_roll_mean_1000,ave_roll_std_100,q05_roll_std_1000,min_last_50000,2.366408586502075
max_roll_mean_1000,modified_sta_lta6_q05,q05_roll_std_100,mean_diff,abs_max_roll_std_1000,2.366410255432129
q05_roll_std_10,q05_roll_mean_100,abs_max_roll_mean_10,q01_roll_std_10,av_change_rate_roll_mean_1000,2.3664109706878658
classic_sta_lta6_q95,MA_400MA_BB_high_mean,av_change_rate_roll_mean_10_v2,mean_change_rate_first_50000_v2,q05_roll_std_1000,2.366419792175293
classic_sta_lta7_q95,q99_roll_std_100,classic_sta_lta3_q95,min_last_10000,q05_roll_std_100,2.3664205074310303
Rstd__last_5000,q05_roll_std_1000,av_change_rate_roll_std_10v2,modified_sta_lta2_q95,max_to_min,2.366473913192749
q05_roll_std_1000,modified_sta_lta5_mean,av_change_rate_roll_std_100v2,av_change_abs_roll_std_100,Hilbert_mean,2.3664870262146
q05_roll_std_10,max_last_50000,exp_Moving_average_3000_mean,classic_sta_lta2_mean,classic_sta_lta1_q05,2.3664875030517583
q05_roll_std_1000,Rmin_last_5000,modified_sta_lta8_mean,Rmax_last_5000,max_roll_std_100,2.366492509841919
q05_roll_std_10,std_first_50000,Rmin_last_15000,abs_mean,min_roll_mean_10,2.3665153980255127
classic_sta_lta6_q95,av_change_abs_roll_mean_100,modified_sta_lta6_mean,q95_roll_mean_100,q05_roll_std_100,2.366518974304199
abs_max,q05_roll_std_10,mean_abs_diff,q999,modified_sta_lta1_q05,2.366525411605835
min_last_50000,q05_roll_std_10,classic_sta_lta6_q05,modified_sta_lta2_mean,max_roll_std_10,2.366525650024414
modified_sta_lta6_mean,classic_sta_lta6_q05,Hann_window_mean,modified_sta_lta1_q95,q05_roll_std_1000,2.36653470993042
min_roll_std_10,q05_roll_std_1000,q99,std_last_50000,abs_max_roll_mean_1000,2.36655330657959
modified_sta_lta1_q05,classic_sta_lta3_q05,min_first_10000,q99_roll_std_10,q05_roll_std_10,2.366553783416748
q05_roll_std_10,Moving_average_30000_mean,classic_sta_lta1_mean,q95_roll_std_10,trend,2.366579294204712
classic_sta_lta4_q05,Hann_window_mean,classic_sta_lta6_q95,q05_roll_std_1000,modified_sta_lta6_mean,2.3665845394134517
mean_abs_diff,q05_roll_std_1000,MA_400MA_BB_high_mean,av_change_rate_roll_mean_100_v2,max_roll_mean_100,2.3666300773620605
modified_sta_lta3_q95,mean_change_rate_first_10000,q05_roll_std_100,modified_sta_lta2_q95,mad,2.366631031036377
modified_sta_lta4_q95,std_last_50000,abs_q05,min_roll_mean_1000,q05_roll_std_100,2.3666326999664307
q05_roll_std_1000,q99_roll_mean_10,classic_sta_lta3_q05,q05_roll_std_100,q001,2.3666670322418213
modified_sta_lta4_q05,modified_sta_lta2_q05,q05_roll_std_1000,Rmean_last_5000,modified_sta_lta3_q05,2.366674423217773
iqr,freq_cross_last_50000,q05_roll_std_100,MA_400MA_BB_low_mean,Rmax_last_15000,2.366687774658203
Imax,abs_q01,mean,Rmean_last_5000,q05_roll_std_1000,2.3667612075805664
classic_sta_lta6_q95,Imean,modified_sta_lta4_q05,q05_roll_std_1000,abs_max_roll_std_100,2.366766452789306
MA_400MA_std_mean,av_change_rate_roll_mean_1000,q05_roll_std_1000,modified_sta_lta2_q05,std_roll_std_10,2.3667776584625244
classic_sta_lta8_mean,MA_400MA_std_mean,q05_roll_std_100,modified_sta_lta8_q05,q95_roll_std_1000,2.3668372631073
classic_sta_lta5_mean,q05_roll_std_10,Imax,av_change_rate_roll_std_10v2,Moving_average_6000_mean,2.366844892501831
abs_q95,q05_roll_std_1000,abs_min,std_roll_mean_100,count_big,2.366867780685425
q05_roll_std_10,Moving_average_30000_mean,modified_sta_lta7_mean,Rmean_last_5000,max_roll_std_100,2.366877794265747
q05_roll_std_10,modified_sta_lta4_q05,q01,av_change_rate_roll_mean_100,Imean,2.3668830394744877
kurt,Istd,modified_sta_lta7_mean,q05_roll_std_1000,max_last_50000,2.3668859004974365
Rstd,q05_roll_std_1000,avg_first_50000,q01_roll_mean_10,av_change_rate_roll_mean_100_v2,2.3668997287750244
classic_sta_lta6_q05,q05_roll_std_1000,Rstd,max_roll_mean_1000,sum,2.3669159412384038
q05_roll_std_10,classic_sta_lta5_q95,modified_sta_lta6_mean,max_roll_std_10,avg_first_50000,2.366948366165161
q05_roll_std_10,freq_cross_last_50000,Rstd__last_5000,classic_sta_lta8_q95,mean_change_rate_first_10000,2.3669583797454834
q05_roll_mean_100,q05_roll_std_10,max_first_10000,q99_roll_mean_100,mean_change_rate_first_10000_v2,2.3669872283935547
max_roll_std_100,q99,q05_roll_std_1000,av_change_abs_roll_mean_10,abs_max,2.3669888973236084
Istd,std_roll_mean_10,q05_roll_std_10,Moving_average_30000_mean,q99,2.3669891357421875
std,q05_roll_std_10,Rmin_last_5000,modified_sta_lta4_q05,max_last_50000,2.3670032024383545
std_roll_mean_1000,modified_sta_lta8_mean,Moving_average_3000_mean,q99,q05_roll_std_1000,2.3670077323913574
q05_roll_std_1000,min_last_10000,av_change_abs_roll_std_1000,q05_roll_mean_100,modified_sta_lta3_mean,2.367011308670044
min_roll_mean_100,sum,q05_roll_std_10,abs_q95,mean_change_rate_first_50000,2.3670215606689453
q05_roll_std_1000,modified_sta_lta1_mean,Rmax_last_15000,Moving_average_1500_mean,q05_roll_mean_1000,2.367026805877685
q01_roll_mean_100,q05_roll_mean_1000,q05_roll_std_10,mean_change_rate_first_50000_v2,q01_roll_std_1000,2.367074966430664
q01_roll_mean_1000,abs_std,av_change_abs_roll_std_1000,q05_roll_std_100,av_change_rate_roll_std_1000,2.367093801498413
freq_cross_first_10000,q05_roll_std_10,modified_sta_lta7_mean,min_roll_std_10,modified_sta_lta6_mean,2.367100715637207
q05_roll_std_10,trend,Rmin,exp_Moving_average_300_mean,classic_sta_lta2_mean,2.3671200275421143
q05_roll_std_10,Rmax,abs_trend,q99_roll_std_100,q001,2.3671300411224365
modified_sta_lta8_q95,q05_roll_std_100,q99,mean_change_rate_last_10000_v2,q01,2.367151260375977
av_change_abs_roll_mean_100,q05_roll_std_10,q99_roll_mean_100,MA_700MA_BB_high_mean,abs_min,2.3671584129333496
q95_roll_mean_100,ave_roll_std_10,q05_roll_std_100,av_change_abs_roll_mean_1000,modified_sta_lta7_q95,2.367159128189087
Rstd__last_5000,classic_sta_lta3_q05,q05_roll_std_1000,abs_std,q99_roll_mean_1000,2.367163181304932
q05_roll_std_100,classic_sta_lta4_mean,av_change_rate_roll_std_1000v2,classic_sta_lta5_q95,classic_sta_lta7_q95,2.3671658039093018
av_change_abs_roll_std_1000,modified_sta_lta4_q05,q99_roll_mean_100,q05_roll_std_10,avg_last_50000,2.3671658039093018
std_roll_std_10,max_roll_std_10,modified_sta_lta3_q05,q05_roll_std_1000,mean_change_rate_last_50000_v2,2.3671910762786865
min_last_50000,mean_change_rate_first_10000,min_first_50000,std_roll_mean_10,q05_roll_std_100,2.367215394973755
min_first_10000,q05_roll_std_100,max_roll_mean_100,av_change_rate_roll_std_100,MA_700MA_std_mean,2.3672165870666504
ave_roll_std_100,sum,av_change_abs_roll_std_10,avg_last_50000,q05_roll_std_1000,2.3672213554382324
std_first_50000,avg_first_10000,q05_roll_std_1000,q99_roll_std_1000,q99_roll_std_10,2.36722469329834
Moving_average_30000_mean,q05_roll_std_100,exp_Moving_average_30000_mean,classic_sta_lta6_mean,modified_sta_lta6_mean,2.367232084274292
mean_change_rate_first_10000_v2,q05_roll_std_1000,std_roll_mean_10,av_change_abs_roll_std_1000,classic_sta_lta8_mean,2.367233991622925
q05_roll_std_10,Moving_average_3000_mean,count_big,q01_roll_mean_100,av_change_abs_roll_mean_100,2.3672425746917725
modified_sta_lta2_mean,min_roll_std_10,q05,q05_roll_std_10,MA_700MA_std_mean,2.367249011993408
classic_sta_lta7_q05,q05_roll_std_10,classic_sta_lta3_q05,av_change_abs_roll_std_100,classic_sta_lta5_q05,2.367253541946411
MA_700MA_BB_low_mean,q05_roll_std_1000,med,Rmean,max_roll_mean_100,2.3672540187835693
abs_std,modified_sta_lta7_mean,q05_roll_std_10,q95_roll_std_10,MA_400MA_BB_high_mean,2.3672728538513184
av_change_rate_roll_mean_100,q95_roll_std_10,q05_roll_std_1000,classic_sta_lta3_q05,min_last_10000,2.3672802448272705
q05_roll_std_10,Rmin_last_5000,modified_sta_lta7_q95,mean_change_rate_first_50000_v2,Moving_average_30000_mean,2.367283344268799
classic_sta_lta5_q05,skew,exp_Moving_average_6000_mean,av_change_abs_roll_mean_1000,q05_roll_std_10,2.367339849472046
q05_roll_std_10,av_change_abs_roll_std_10,q01,mean_diff,Rmin,2.3673465251922607
classic_sta_lta7_q95,q999,q05_roll_std_100,classic_sta_lta6_q05,modified_sta_lta5_q95,2.367356777191162
av_change_rate_roll_std_10,q05_roll_std_10,modified_sta_lta3_q05,classic_sta_lta2_q95,mean_change_rate_last_10000,2.367360591888428
min_roll_mean_10,mean_change_rate_first_50000_v2,modified_sta_lta1_mean,min_roll_std_10,q05_roll_std_1000,2.3673837184906006
exp_Moving_average_6000_mean,classic_sta_lta1_q95,modified_sta_lta3_mean,modified_sta_lta4_q95,q05_roll_std_10,2.367384433746338
Istd,min_roll_mean_1000,q05_roll_std_10,q99_roll_mean_1000,q01_roll_mean_1000,2.367384910583496
q01_roll_std_1000,modified_sta_lta6_q05,q95_roll_mean_100,q05_roll_std_10,modified_sta_lta8_mean,2.3673853874206543
abs_min,av_change_abs_roll_std_1000,q05_roll_std_100,q99_roll_mean_100,abs_q01,2.3674113750457764
std_first_10000,mean_change_rate_first_10000,Rmin,min_first_10000,q05_roll_std_10,2.3674259185791016
q05_roll_std_1000,MA_1000MA_std_mean,abs_max_roll_std_10,abs_q99,classic_sta_lta7_q05,2.367438077926636
q05_roll_std_1000,modified_sta_lta2_q05,abs_q99,Rmean_last_5000,q01_roll_mean_100,2.367443561553955
q05_roll_std_100,mean_change_rate_last_50000,modified_sta_lta7_mean,q05_roll_mean_100,min,2.367475271224976
modified_sta_lta1_q05,classic_sta_lta6_q05,q05_roll_std_1000,exp_Moving_average_300_mean,max_first_50000,2.3674838542938232
Imax,q05_roll_std_10,MA_1000MA_std_mean,avg_last_50000,av_change_abs_roll_std_1000,2.3674850463867188
q05_roll_std_1000,q99,skew,exp_Moving_average_30000_mean,Imean,2.36751651763916
q05_roll_std_1000,q05_roll_std_100,abs_min,mean_change_rate_first_10000,mean_abs_diff,2.3675334453582764
classic_sta_lta1_q95,Imax,MA_400MA_BB_low_mean,avg_last_50000,q05_roll_std_100,2.3675336837768555
Rmin_last_15000,q05_roll_mean_100,std_roll_mean_1000,q05_roll_std_10,max_roll_std_100,2.3675355911254883
q05_roll_std_100,kurt,av_change_rate_roll_mean_10,q95_roll_mean_100,mean_diff,2.367542266845703
q01_roll_mean_10,classic_sta_lta4_mean,q01_roll_std_10,kurt,q05_roll_std_100,2.367558479309082
classic_sta_lta3_q95,q95_roll_std_100,q05_roll_std_1000,abs_max_roll_std_100,mean_change_rate_first_10000_v2,2.36757755279541
q05_roll_std_1000,max_roll_std_100,abs_max_roll_mean_10,Istd,std_roll_std_1000,2.3675787448883057
q05_roll_std_1000,abs_max_roll_mean_100,av_change_abs_roll_mean_10,max_roll_mean_1000,av_change_rate_roll_mean_10,2.3675858974456787
classic_sta_lta1_q05,max_to_min_diff,modified_sta_lta6_mean,q05_roll_std_10,min,2.367593765258789
min_first_50000,std_roll_std_10,q05_roll_mean_100,q05_roll_std_10,ave_roll_std_1000,2.367594003677368
Rmin_last_5000,freq_cross_first_50000,q05_roll_std_1000,modified_sta_lta2_q05,freq_cross_last_10000,2.3676207065582275
trend,q05_roll_std_1000,Rstd__last_5000,av_change_rate_roll_mean_10_v2,ave_roll_mean_100,2.3676297664642334
ave_roll_std_10,q05_roll_std_100,std_roll_mean_100,q05,q01_roll_std_10,2.367636680603028
q05_roll_std_1000,abs_max,classic_sta_lta2_mean,av_change_abs_roll_std_10,max_roll_mean_1000,2.3676378726959233
classic_sta_lta3_mean,mean_change_rate_last_10000,min_roll_std_1000,abs_max_roll_mean_100,q05_roll_std_1000,2.367645502090454
MA_1000MA_std_mean,av_change_rate_roll_mean_1000,std,q05_roll_std_100,q01_roll_mean_10,2.3676650524139404
Imax,min_first_10000,classic_sta_lta3_mean,modified_sta_lta7_q95,q05_roll_std_10,2.367699384689331
q99_roll_std_100,Moving_average_1500_mean,abs_max_roll_mean_100,ave_roll_std_1000,q05_roll_std_10,2.367706060409546
q05_roll_std_100,abs_max_roll_mean_1000,classic_sta_lta4_mean,Rmax_last_15000,modified_sta_lta2_mean,2.367717027664185
MA_700MA_std_mean,iqr,av_change_abs_roll_std_100,max_to_min,q05_roll_std_100,2.3677215576171875
avg_last_10000,MA_700MA_std_mean,mean,q05_roll_std_1000,Rstd,2.3677382469177246
abs_q95,q05_roll_std_1000,av_change_rate_roll_std_10,max,classic_sta_lta2_mean,2.36775541305542
max_roll_mean_1000,ave_roll_std_1000,q05_roll_std_1000,Imin,modified_sta_lta2_mean,2.3677594661712646
med,av_change_rate_roll_mean_100,Imean,q05_roll_std_10,Hann_window_mean,2.3677871227264404
q05_roll_std_1000,Moving_average_700_mean,q01_roll_mean_100,ave_roll_std_100,av_change_rate_roll_mean_1000_v2,2.367798089981079
q95_roll_mean_100,q05_roll_mean_10,av_change_rate_roll_std_10,modified_sta_lta8_q05,q05_roll_std_10,2.3677990436553955
q05_roll_std_10,av_change_rate_roll_mean_10,av_change_rate_roll_mean_1000,exp_Moving_average_3000_mean,abs_max_roll_mean_1000,2.367814540863037
q05_roll_std_100,av_change_abs_roll_std_1000,av_change_rate_roll_std_1000v2,av_change_abs_roll_mean_1000,max_roll_mean_100,2.367837905883789
classic_sta_lta7_q95,count_big,modified_sta_lta2_mean,abs_max_roll_std_100,q05_roll_std_10,2.3678419589996342
modified_sta_lta6_q05,max_roll_mean_100,Rmax_last_15000,q05_roll_std_1000,modified_sta_lta4_mean,2.367844343185425
av_change_rate_roll_std_10,av_change_abs_roll_mean_100,q05_roll_mean_1000,q05_roll_std_10,std_roll_std_100,2.3678667545318604
av_change_abs_roll_mean_1000,abs_max_roll_mean_10,std_first_50000,q05_roll_std_1000,max_roll_std_10,2.3678677082061768
MA_400MA_BB_low_mean,av_change_rate_roll_mean_1000,mean_change_rate_last_50000,q05_roll_std_10,ave_roll_mean_100,2.367870330810547
Moving_average_6000_mean,av_change_abs_roll_std_100,Rmax,q05_roll_std_10,max_last_10000,2.3678770065307617
max_roll_mean_1000,q95_roll_std_10,abs_std,q05_roll_std_100,classic_sta_lta3_q05,2.3678863048553467
abs_mean,q05_roll_std_10,av_change_rate_roll_mean_100,Rmax,abs_max_roll_std_10,2.367892980575561
q01_roll_mean_100,classic_sta_lta5_q95,freq_cross_first_10000,avg_last_50000,q05_roll_std_1000,2.3679215908050537
std_roll_mean_1000,mean_change_rate_first_50000,classic_sta_lta3_q95,ave_roll_std_100,q05_roll_std_10,2.3679308891296387
modified_sta_lta6_mean,q01_roll_std_1000,abs_q99,av_change_abs_roll_std_1000,q05_roll_std_10,2.367964506149292
q95_roll_mean_10,MA_700MA_std_mean,min,q05_roll_std_10,std_roll_std_1000,2.3679962158203125
av_change_rate_roll_mean_100_v2,std_last_50000,mean_change_rate_first_10000,ave_roll_std_1000,q05_roll_std_100,2.368014097213745
av_change_rate_roll_mean_100,q05_roll_std_10,classic_sta_lta7_q95,exp_Moving_average_6000_mean,freq_cross_first_10000,2.368017196655273
classic_sta_lta6_q05,max_roll_mean_100,q05_roll_std_10,freq_cross_last_10000,q95_roll_mean_100,2.368030309677124
q05_roll_std_10,classic_sta_lta3_q05,mean_change_rate,modified_sta_lta1_mean,av_change_rate_roll_std_10v2,2.3680307865142822
modified_sta_lta2_q95,q05_roll_std_100,classic_sta_lta5_q05,sum,Rmax_last_5000,2.3680334091186523
classic_sta_lta4_q95,Imean,abs_max_roll_mean_1000,mean_change_rate,q05_roll_std_10,2.3680593967437744
min_last_50000,classic_sta_lta1_mean,q05_roll_std_100,iqr,MA_700MA_std_mean,2.368074655532837
classic_sta_lta2_q95,classic_sta_lta8_q05,modified_sta_lta6_q05,std_roll_mean_1000,q05_roll_std_100,2.3680837154388428
abs_std,Moving_average_1500_mean,q05_roll_std_1000,modified_sta_lta1_mean,q05_roll_mean_10,2.3680927753448486
classic_sta_lta5_q95,min_roll_mean_100,abs_std,std_last_10000,q05_roll_std_10,2.36811900138855
std_roll_std_10,Moving_average_1500_mean,max_to_min_diff,mean_change_rate_first_10000,q05_roll_std_10,2.3681282997131348
q05,avg_last_10000,min_roll_mean_100,q05_roll_std_10,q95_roll_std_100,2.3681294918060303
max_roll_std_10,q05_roll_std_10,trend,q01_roll_mean_1000,modified_sta_lta4_mean,2.3681654930114746
abs_max_roll_mean_10,std_first_10000,classic_sta_lta7_q95,q01_roll_mean_10,q05_roll_std_100,2.3681886196136475
modified_sta_lta8_q05,modified_sta_lta4_q95,min_last_10000,ave_roll_std_10,q05_roll_std_1000,2.3681981563568115
min_first_50000,classic_sta_lta5_q95,freq_cross_first_10000,abs_max_roll_std_10,q05_roll_std_1000,2.36819839477539
modified_sta_lta8_q95,q95_roll_mean_10,q05_roll_std_10,min_roll_mean_10,count_big,2.3682031631469727
q05_roll_std_1000,Hilbert_mean,classic_sta_lta2_q95,classic_sta_lta6_q05,mean_change_rate_last_10000_v2,2.3682098388671875
MA_1000MA_std_mean,std,min_first_50000,trend,q05_roll_std_1000,2.3682188987731934
q95_roll_std_100,q05_roll_std_1000,av_change_rate_roll_mean_10,max_roll_mean_10,iqr,2.368235349655152
Rmean,min_roll_mean_1000,av_change_abs_roll_std_10,q95_roll_std_100,q05_roll_std_10,2.368236303329468
std_first_10000,modified_sta_lta7_q05,q05_roll_std_10,q05_roll_mean_10,q05_roll_mean_1000,2.368250846862793
q01_roll_std_100,q01_roll_std_1000,av_change_rate_roll_mean_10_v2,q95,av_change_rate_roll_std_100,2.3682637214660645
abs_max_roll_std_10,av_change_rate_roll_mean_100,q95_roll_mean_1000,q05_roll_std_1000,abs_q95,2.3682761192321777
modified_sta_lta6_mean,q01_roll_mean_1000,q05_roll_std_10,q95_roll_mean_10,std_roll_std_100,2.368288516998291
count_big,q05_roll_std_10,abs_q99,Moving_average_6000_mean,modified_sta_lta2_q95,2.368311643600464
Rstd__last_5000,Rmin,q05_roll_std_10,modified_sta_lta3_q95,q001,2.3683130741119385
std_roll_std_10,q05_roll_std_1000,Rmax_last_15000,classic_sta_lta3_q95,q999,2.368314504623413
Rmin_last_5000,abs_min,mean_change_rate_first_50000,q05_roll_std_10,av_change_rate_roll_std_100,2.3683178424835205
classic_sta_lta1_mean,q05_roll_std_1000,MA_400MA_BB_low_mean,q99_roll_mean_1000,mean_change_rate_last_10000_v2,2.368342876434326
Rmean,modified_sta_lta3_q95,ave_roll_std_1000,Rmin_last_5000,q05_roll_std_1000,2.368366241455078
max_roll_mean_100,classic_sta_lta6_q05,q01_roll_std_10,q05_roll_std_10,max_roll_std_1000,2.3683714866638184
q99_roll_std_100,q05_roll_std_1000,av_change_abs_roll_std_10,av_change_rate_roll_std_10,av_change_abs_roll_mean_1000,2.3683764934539795
abs_max_roll_mean_100,q05_roll_std_10,q99_roll_std_100,abs_q01,ave_roll_std_10,2.3683788776397705
avg_last_50000,abs_max_roll_mean_10,Hann_window_mean,q01_roll_mean_10,q05_roll_std_10,2.3683836460113525
abs_mean,ave_roll_std_1000,mean_change_rate_last_50000_v2,av_change_rate_roll_std_100,q05_roll_std_1000,2.3684062957763667
q01_roll_std_100,q95_roll_mean_10,std_roll_std_10,abs_q05,q01_roll_std_10,2.368416786193848
abs_max_roll_std_1000,modified_sta_lta6_q05,abs_max_roll_mean_1000,q05_roll_std_100,std_roll_mean_10,2.368420362472534
q05_roll_std_10,mean_change_rate_first_10000_v2,modified_sta_lta2_q05,abs_std,q95,2.368434190750122
av_change_rate_roll_mean_100,modified_sta_lta5_q95,q05_roll_std_100,classic_sta_lta3_mean,q99_roll_mean_1000,2.368436336517334
abs_q01,modified_sta_lta7_mean,av_change_abs_roll_std_100,classic_sta_lta2_q05,q05_roll_std_100,2.368438005447388
std_roll_std_10,ave_roll_std_1000,q05_roll_std_10,ave_roll_std_100,trend,2.3684544563293457
modified_sta_lta7_mean,abs_max_roll_mean_100,av_change_abs_roll_std_10,av_change_abs_roll_mean_10,modified_sta_lta5_mean,2.368500232696533
med,q05_roll_std_100,q95_roll_mean_10,q95_roll_std_1000,count_big,2.3685071468353267
q05_roll_std_10,Rmin_last_15000,q99_roll_mean_1000,av_change_abs_roll_mean_1000,max_last_50000,2.368527173995972
q05_roll_std_10,classic_sta_lta2_q05,mean_change_rate_last_10000_v2,std_roll_mean_100,Rmax,2.3685550689697266
Rmean_last_5000,classic_sta_lta8_mean,abs_max_roll_mean_10,classic_sta_lta6_q05,q05_roll_std_10,2.3685638904571533
modified_sta_lta8_q05,MA_1000MA_std_mean,std_first_10000,Imax,q05_roll_std_1000,2.368569850921631
modified_sta_lta1_q05,Imean,trend,std_roll_mean_10,q05_roll_std_10,2.3685765266418457
av_change_rate_roll_std_10,mean_change_rate_first_10000,q05_roll_std_100,max_first_10000,Hann_window_mean,2.368576765060425
abs_max_roll_mean_1000,modified_sta_lta6_mean,q05_roll_std_10,min,mean_change_rate_first_10000,2.368584156036377
classic_sta_lta7_q05,freq_cross_first_50000,max_roll_std_10,q05_roll_std_1000,q99_roll_std_10,2.368610620498657
q05_roll_std_1000,MA_1000MA_std_mean,max_first_50000,classic_sta_lta3_q05,max_to_min,2.3686180114746094
av_change_rate_roll_std_100,classic_sta_lta8_q05,ave10,q05_roll_std_10,q01_roll_mean_100,2.368628025054932
ave_roll_mean_1000,Hilbert_mean,q05_roll_mean_1000,classic_sta_lta2_mean,q05_roll_std_1000,2.3686366081237797
modified_sta_lta1_mean,q01_roll_mean_10,abs_max,q05_roll_std_100,std,2.3686540126800537
abs_max_roll_mean_100,modified_sta_lta2_mean,q05_roll_mean_1000,q01_roll_std_1000,q05_roll_std_10,2.3686776161193848
max_last_10000,max_roll_std_100,av_change_rate_roll_std_1000,q05_roll_std_1000,av_change_abs_roll_mean_100,2.3686797618865967
q05_roll_std_10,max_first_50000,Rmax_last_5000,max_last_10000,MA_400MA_BB_high_mean,2.368680477142334
avg_first_50000,q05_roll_std_10,Moving_average_3000_mean,classic_sta_lta2_q05,q01_roll_std_100,2.3687152862548833
q05_roll_std_10,Moving_average_30000_mean,trend,min_last_10000,classic_sta_lta1_q05,2.3687241077423096
Moving_average_1500_mean,abs_q95,std_first_10000,mean_change_rate_last_50000,q05_roll_std_1000,2.368738889694214
max_to_min,q05_roll_std_100,classic_sta_lta3_q05,classic_sta_lta1_q05,freq_cross_first_50000,2.3687403202056885
max_last_50000,ave_roll_std_1000,q95,Rstd,q05_roll_std_100,2.368741035461426
av_change_abs_roll_mean_10,q05_roll_std_1000,modified_sta_lta7_q05,mean_change_rate_first_10000_v2,abs_q01,2.368746757507324
std_last_50000,max_first_50000,abs_min,q05_roll_std_10,max_to_min_diff,2.3687551021575928
MA_700MA_BB_low_mean,q95_roll_mean_100,max_to_min,q05_roll_std_10,av_change_abs_roll_std_1000,2.3687593936920166
exp_Moving_average_3000_mean,max_to_min_diff,classic_sta_lta4_q05,q05,q05_roll_std_10,2.368760347366333
av_change_abs_roll_mean_100,classic_sta_lta4_mean,q05_roll_std_10,classic_sta_lta8_q05,mean_change_rate_first_50000,2.3687744140625
Hilbert_mean,q05_roll_std_1000,std_last_10000,av_change_rate_roll_std_10v2,q05_roll_std_100,2.3687756061553955
Rmin,av_change_rate_roll_std_1000,skew,q05_roll_std_10,MA_700MA_BB_high_mean,2.3687987327575684
classic_sta_lta1_mean,abs_max_roll_mean_1000,q05_roll_std_1000,modified_sta_lta1_mean,av_change_abs_roll_std_100,2.368807077407837
MA_400MA_std_mean,MA_1000MA_std_mean,q05_roll_std_1000,modified_sta_lta8_q05,av_change_abs_roll_std_10,2.3688223361968994
av_change_rate_roll_std_100,q05_roll_std_10,max_to_min,q001,Rmin_last_15000,2.36883807182312
q05_roll_std_100,av_change_rate_roll_mean_100_v2,abs_max_roll_mean_10,q99,std_roll_mean_10,2.3688414096832275
MA_400MA_BB_low_mean,Rmin_last_15000,q05_roll_std_10,min_roll_mean_10,Moving_average_30000_mean,2.3688557147979736
classic_sta_lta8_q95,q05_roll_std_1000,max_roll_mean_1000,mean_change_rate_v2,Rmin_last_15000,2.368860006332397
classic_sta_lta1_q95,freq_cross_last_10000,q95,q999,classic_sta_lta8_q95,2.36887788772583
Rmin,std_first_10000,av_change_abs_roll_std_100,max_to_min,q05_roll_std_10,2.3688883781433105
iqr,min_last_50000,av_change_rate_roll_std_1000v2,q05_roll_std_10,std_last_10000,2.3689005374908447
MA_400MA_std_mean,classic_sta_lta6_mean,mean_change_rate_last_10000_v2,q05_roll_std_10,abs_q95,2.3689064979553223
av_change_abs_roll_std_100,min,q05_roll_std_100,av_change_rate_roll_mean_10_v2,mean_change_rate_first_10000_v2,2.3689124584198
std_first_10000,avg_last_50000,q01_roll_mean_100,std_last_10000,q05_roll_std_10,2.368917226791382
q99_roll_std_10,std_last_10000,q99_roll_mean_10,q05_roll_std_100,q05_roll_mean_1000,2.368934631347656
classic_sta_lta8_q95,modified_sta_lta8_q05,q05_roll_std_1000,av_change_rate_roll_std_1000,mean_change_rate_last_50000_v2,2.368945598602295
classic_sta_lta7_mean,Rmax,av_change_abs_roll_std_1000,q05_roll_std_100,q99_roll_std_100,2.368951797485352
q05_roll_std_10,min_roll_mean_1000,max_roll_std_1000,modified_sta_lta3_q95,std_roll_mean_100,2.3689565658569336
modified_sta_lta2_q05,q05_roll_std_1000,Moving_average_3000_mean,q05_roll_mean_1000,av_change_rate_roll_std_1000,2.368958711624145
