f1,f2,f3,f4,f5,val_score
av_change_abs_roll_mean_100,classic_sta_lta4_mean,mean_change_rate_last_50000_v2,q05_roll_mean_100,q01,2.468756914138794
q05_roll_mean_10,q99_roll_mean_1000,q99_roll_mean_100,kurt,std_first_50000,2.468766450881958
av_change_rate_roll_std_10v2,ave_roll_std_10,classic_sta_lta5_q05,Rmax_last_15000,classic_sta_lta4_q05,2.4687693119049072
classic_sta_lta1_q05,kurt,classic_sta_lta5_q95,q99_roll_std_10,av_change_abs_roll_mean_1000,2.468788146972656
Rmin_last_15000,MA_400MA_BB_high_mean,modified_sta_lta4_q95,classic_sta_lta1_mean,ave_roll_mean_100,2.468799829483032
Rstd_last_15000,q01_roll_std_10,freq_cross_first_50000,modified_sta_lta7_q95,q99_roll_mean_1000,2.468810796737671
mean_abs_diff,modified_sta_lta1_q05,std_roll_std_10,mean_change_rate_first_10000_v2,std_roll_std_1000,2.468811511993408
av_change_abs_roll_mean_1000,mean_diff,mean_change_rate_last_50000,q01_roll_mean_1000,modified_sta_lta3_q95,2.4688165187835693
min_roll_mean_10,max_roll_std_100,count_big,MA_400MA_std_mean,classic_sta_lta8_q05,2.468818664550781
classic_sta_lta3_q95,Imin,av_change_abs_roll_mean_1000,av_change_rate_roll_mean_100_v2,Hann_window_mean,2.468822240829468
ave_roll_std_10,std_first_10000,q99_roll_mean_100,q99_roll_mean_1000,Imax,2.468849897384644
iqr,abs_q95,ave10,Rmax_last_5000,std_roll_std_10,2.4688549041748047
mad,Imax,sum,min_first_50000,exp_Moving_average_3000_mean,2.4688551425933842
Rmax_last_5000,Rmean_last_5000,max_first_10000,classic_sta_lta3_q05,q95_roll_std_10,2.4688589572906494
Rmax,modified_sta_lta3_q95,classic_sta_lta4_mean,av_change_abs_roll_mean_10,ave_roll_std_100,2.4688665866851807
q99_roll_mean_100,mean_change_rate_v2,abs_max_roll_std_1000,max_roll_std_100,modified_sta_lta8_q05,2.4688782691955566
min,av_change_abs_roll_std_10,modified_sta_lta7_mean,exp_Moving_average_6000_mean,av_change_rate_roll_mean_1000,2.4688892364501958
MA_700MA_std_mean,max,q05_roll_mean_10,q999,ave_roll_std_100,2.468910217285156
min_roll_mean_1000,mad,std_last_50000,av_change_rate_roll_std_1000,modified_sta_lta4_q95,2.4689152240753174
classic_sta_lta8_q95,abs_max_roll_std_1000,q99_roll_std_100,q95_roll_std_10,abs_max_roll_mean_100,2.468916654586792
max_roll_std_1000,av_change_rate_roll_mean_1000,q95,mean_change_rate_first_50000_v2,Istd,2.468926429748535
std_roll_std_100,min_roll_mean_1000,modified_sta_lta2_q95,MA_1000MA_std_mean,exp_Moving_average_30000_mean,2.4689290523529053
mean_change_rate_first_10000,Imean,ave_roll_mean_10,mad,Rmax_last_15000,2.468935966491699
Rmean,std,q99_roll_mean_1000,Imin,ave_roll_std_100,2.468940734863281
av_change_abs_roll_mean_100,max_roll_mean_10,Rmean,std_roll_std_10,classic_sta_lta2_mean,2.468942165374756
max,abs_max_roll_mean_1000,Imax,modified_sta_lta7_mean,q95_roll_std_10,2.4689457416534424
av_change_abs_roll_mean_10,Imin,abs_q99,min_first_10000,modified_sta_lta7_q05,2.468968629837036
max_first_10000,trend,std_first_50000,MA_700MA_std_mean,max,2.468969821929932
MA_700MA_BB_high_mean,classic_sta_lta3_q95,Moving_average_1500_mean,av_change_rate_roll_mean_100_v2,av_change_abs_roll_mean_100,2.468985080718994
std_roll_std_100,Hann_window_mean,av_change_abs_roll_mean_100,q95_roll_std_10,q99_roll_mean_10,2.4689855575561523
q95_roll_std_1000,std_last_50000,ave_roll_std_1000,modified_sta_lta1_mean,avg_first_10000,2.4689862728118896
std_roll_std_1000,min_roll_mean_1000,av_change_abs_roll_mean_100,q99,Rmax,2.4689877033233643
MA_400MA_BB_high_mean,q01_roll_mean_1000,mean_change_rate,modified_sta_lta4_q95,mean_diff,2.468989372253418
q95_roll_mean_100,classic_sta_lta3_q95,Rmax_last_15000,MA_700MA_BB_high_mean,av_change_abs_roll_mean_100,2.468996524810791
min_roll_mean_1000,trend,Rstd__last_5000,classic_sta_lta3_q95,classic_sta_lta5_q95,2.4690003395080566
classic_sta_lta6_q05,classic_sta_lta5_mean,Hilbert_mean,classic_sta_lta5_q05,max,2.4690029621124268
MA_700MA_BB_low_mean,q99,Moving_average_700_mean,Rstd_last_15000,std_last_50000,2.4690046310424805
mean_change_rate_first_50000_v2,mean_diff,q05_roll_mean_1000,classic_sta_lta8_q05,av_change_abs_roll_std_10,2.4690206050872803
q95_roll_std_10,ave_roll_std_100,max_to_min,max,avg_first_10000,2.46903920173645
mean_change_rate_last_10000,av_change_abs_roll_std_1000,min_roll_std_10,modified_sta_lta5_q05,classic_sta_lta5_q95,2.4690630435943604
MA_1000MA_std_mean,modified_sta_lta2_q05,max_last_10000,classic_sta_lta7_q95,MA_400MA_std_mean,2.469064474105835
max_to_min,iqr,exp_Moving_average_3000_mean,MA_700MA_std_mean,ave10,2.469065427780152
av_change_abs_roll_mean_10,MA_700MA_std_mean,q05_roll_mean_10,Rmax_last_15000,modified_sta_lta1_q05,2.469066858291626
mean_diff,ave_roll_std_1000,av_change_rate_roll_mean_100_v2,av_change_abs_roll_std_10,modified_sta_lta2_mean,2.4690699577331543
q95_roll_mean_1000,av_change_rate_roll_mean_100,MA_1000MA_std_mean,q95_roll_std_100,Rstd_last_15000,2.4690721035003658
sum,av_change_abs_roll_std_10,mean_change_rate_last_50000_v2,modified_sta_lta6_q95,classic_sta_lta4_q05,2.4690876007080083
modified_sta_lta3_mean,classic_sta_lta3_mean,classic_sta_lta1_q05,ave_roll_std_1000,abs_max_roll_std_1000,2.469089269638061
q01_roll_mean_10,sum,q95_roll_std_10,mean_change_rate,ave_roll_mean_10,2.4691054821014404
q999,MA_700MA_BB_low_mean,av_change_rate_roll_mean_100_v2,mean_change_rate_first_50000_v2,q95_roll_mean_100,2.4691054821014404
q95_roll_std_10,av_change_rate_roll_std_10,Rstd__last_5000,classic_sta_lta4_q95,Istd,2.4691083431243896
max_roll_std_10,Imin,Rmax_last_5000,modified_sta_lta2_q95,MA_1000MA_std_mean,2.4691121578216557
abs_q05,std_roll_mean_100,Hilbert_mean,q99_roll_std_10,Imax,2.4691162109375
q99_roll_mean_1000,freq_cross_first_10000,classic_sta_lta5_mean,q05,ave_roll_std_1000,2.469142436981201
max_roll_std_100,Rmean,av_change_abs_roll_std_100,modified_sta_lta4_mean,mean_change_rate_first_10000,2.4691507816314697
abs_max_roll_std_100,Moving_average_700_mean,mean_change_rate_v2,std,modified_sta_lta6_q05,2.4691522121429443
av_change_rate_roll_mean_10,mad,ave_roll_mean_100,exp_Moving_average_300_mean,abs_max_roll_std_10,2.469156265258789
MA_700MA_std_mean,std_roll_mean_10,Rmax,mean_change_rate_last_10000_v2,abs_mean,2.4691698551177983
q99_roll_mean_10,MA_1000MA_std_mean,std_roll_mean_100,Moving_average_6000_mean,abs_q05,2.4691710472106934
modified_sta_lta6_mean,q99_roll_mean_1000,max_last_50000,max_to_min_diff,ave_roll_std_100,2.4691720008850098
q001,classic_sta_lta5_q95,max_first_50000,max_roll_mean_1000,mean_change_rate_last_10000_v2,2.469172477722168
abs_max_roll_std_100,av_change_abs_roll_mean_100,abs_min,av_change_rate_roll_std_1000v2,max_first_50000,2.4691736698150635
classic_sta_lta5_q95,classic_sta_lta6_q05,med,modified_sta_lta5_mean,std_roll_std_100,2.469186544418335
abs_std,av_change_rate_roll_mean_1000,max_first_10000,q95_roll_std_1000,Hilbert_mean,2.469197988510132
max_roll_std_10,av_change_abs_roll_std_100,modified_sta_lta2_q95,max_roll_std_100,q01_roll_mean_100,2.469198226928711
modified_sta_lta5_q05,classic_sta_lta8_q05,av_change_abs_roll_std_10,modified_sta_lta5_q95,modified_sta_lta3_mean,2.469207525253296
classic_sta_lta7_q95,iqr,classic_sta_lta6_q95,min_last_50000,avg_first_50000,2.4692084789276123
std_roll_std_1000,exp_Moving_average_3000_mean,avg_last_10000,av_change_abs_roll_mean_1000,av_change_abs_roll_mean_10,2.46923303604126
std_last_50000,q01_roll_mean_100,q95_roll_std_100,MA_400MA_std_mean,av_change_abs_roll_std_10,2.469233274459839
std_roll_mean_1000,mean_abs_diff,MA_400MA_BB_high_mean,std_last_10000,mean_change_rate,2.4692342281341557
mad,abs_min,q95_roll_mean_1000,Rmean_last_5000,abs_max_roll_std_10,2.4692423343658447
abs_max_roll_std_10,modified_sta_lta7_q05,std_first_50000,ave_roll_std_10,count_big,2.46924376487732
modified_sta_lta7_mean,abs_std,classic_sta_lta5_q05,MA_1000MA_std_mean,classic_sta_lta1_q95,2.469254970550537
mad,classic_sta_lta6_q05,MA_700MA_std_mean,exp_Moving_average_300_mean,q05_roll_mean_1000,2.4692633152008057
abs_min,ave_roll_std_100,max_first_10000,max_roll_std_1000,modified_sta_lta4_mean,2.4692633152008057
Rstd,MA_700MA_BB_high_mean,q05,avg_first_50000,mean_change_rate_last_50000_v2,2.4692835807800293
classic_sta_lta6_q95,abs_q95,min_roll_mean_100,modified_sta_lta4_mean,mean_diff,2.469287395477295
abs_max,mean_change_rate_first_50000_v2,Rstd_last_15000,Moving_average_3000_mean,ave_roll_std_100,2.469290256500244
Hann_window_mean,MA_700MA_BB_high_mean,avg_first_50000,q99_roll_mean_1000,q001,2.469306945800781
Hann_window_mean,ave_roll_std_10,modified_sta_lta7_q95,Imean,Rstd_last_15000,2.4693119525909424
q999,mean_change_rate_v2,av_change_rate_roll_mean_100_v2,mean_change_rate_first_50000_v2,exp_Moving_average_300_mean,2.469323873519897
ave_roll_std_1000,modified_sta_lta4_q95,classic_sta_lta6_q05,av_change_rate_roll_std_1000v2,classic_sta_lta5_mean,2.4693317413330083
av_change_abs_roll_mean_100,Istd,q01_roll_mean_1000,av_change_rate_roll_std_10,modified_sta_lta8_mean,2.4693410396575928
Rstd__last_5000,classic_sta_lta8_q95,q95_roll_std_10,std_roll_mean_10,Moving_average_30000_mean,2.4693527221679688
MA_400MA_BB_high_mean,mean_change_rate_first_10000_v2,mean_change_rate_first_50000_v2,q99_roll_mean_1000,std_roll_std_10,2.469353437423706
modified_sta_lta4_q05,std_roll_std_1000,q05_roll_mean_100,mean_change_rate_first_50000_v2,classic_sta_lta5_q95,2.469355344772339
q95_roll_std_10,abs_trend,q99_roll_std_100,classic_sta_lta2_mean,max_first_50000,2.4693679809570312
std_roll_mean_1000,q95_roll_std_100,av_change_abs_roll_std_10,av_change_rate_roll_std_10,av_change_rate_roll_mean_10,2.469369411468506
freq_cross_last_10000,MA_400MA_BB_low_mean,classic_sta_lta6_q05,av_change_rate_roll_mean_10_v2,q95_roll_mean_100,2.46937108039856
modified_sta_lta5_q05,av_change_abs_roll_std_100,classic_sta_lta8_q05,av_change_abs_roll_mean_100,av_change_rate_roll_mean_100_v2,2.469371795654297
av_change_abs_roll_mean_10,abs_max_roll_std_1000,abs_max_roll_mean_10,mean_change_rate_last_10000_v2,exp_Moving_average_300_mean,2.4693756103515625
std_last_10000,std_roll_mean_1000,classic_sta_lta5_mean,Hilbert_mean,max_roll_mean_10,2.469409704208374
avg_first_50000,Moving_average_3000_mean,av_change_abs_roll_mean_10,modified_sta_lta4_q95,av_change_rate_roll_mean_10_v2,2.469409942626953
av_change_abs_roll_mean_10,abs_q95,max_first_10000,Hann_window_mean,av_change_abs_roll_std_1000,2.469411373138428
MA_400MA_std_mean,kurt,modified_sta_lta8_mean,classic_sta_lta8_mean,modified_sta_lta2_mean,2.4694125652313232
classic_sta_lta3_q95,min_last_50000,Rmax,mean_abs_diff,freq_cross_last_10000,2.469421863555908
min_roll_std_10,MA_400MA_std_mean,Hilbert_mean,Rstd__last_5000,mean_diff,2.4694278240203857
min_first_10000,avg_first_50000,max_first_10000,abs_std,av_change_abs_roll_std_100,2.4694302082061768
modified_sta_lta3_q05,max_roll_mean_100,avg_first_50000,Imin,q95_roll_std_10,2.469433546066284
classic_sta_lta6_mean,av_change_abs_roll_std_1000,classic_sta_lta6_q05,trend,q999,2.469435453414917
Rmax,q99_roll_std_1000,max_roll_std_1000,MA_700MA_BB_low_mean,abs_max_roll_std_1000,2.46943736076355
mean,std_roll_std_1000,Rstd__last_5000,mean_diff,ave_roll_std_100,2.4694535732269287
abs_max_roll_mean_1000,classic_sta_lta2_q95,classic_sta_lta5_q95,Rstd,abs_q99,2.469456672668457
Moving_average_700_mean,abs_max,MA_400MA_BB_high_mean,q01_roll_mean_100,modified_sta_lta6_q95,2.4694619178771973
abs_std,exp_Moving_average_6000_mean,av_change_rate_roll_mean_10_v2,av_change_abs_roll_std_1000,MA_700MA_BB_high_mean,2.469464063644409
std_last_10000,modified_sta_lta2_mean,ave_roll_std_1000,avg_last_10000,iqr,2.4694716930389404
Rmin_last_15000,min_last_50000,abs_q01,av_change_abs_roll_mean_10,skew,2.4694738388061523
modified_sta_lta4_q05,MA_400MA_std_mean,min_roll_mean_10,q99_roll_mean_100,ave_roll_mean_100,2.469479322433472
count_big,MA_400MA_std_mean,mad,kurt,av_change_rate_roll_std_1000,2.469482898712158
std_roll_std_10,MA_700MA_BB_low_mean,abs_min,q95_roll_mean_100,exp_Moving_average_3000_mean,2.469487428665161
classic_sta_lta3_q05,q95_roll_std_10,classic_sta_lta1_mean,std_roll_std_1000,av_change_rate_roll_std_10,2.46950101852417
av_change_rate_roll_mean_10,modified_sta_lta6_mean,min_roll_mean_1000,max_first_10000,ave_roll_std_100,2.469525098800659
Rmean_last_5000,classic_sta_lta5_q95,std_roll_mean_1000,mean_change_rate_first_10000,av_change_abs_roll_std_100,2.469536781311035
Imean,modified_sta_lta3_q05,Rmax_last_15000,ave_roll_std_1000,freq_cross_last_50000,2.4695444107055664
max_first_10000,max_to_min,ave_roll_std_100,classic_sta_lta7_q95,Rstd_last_15000,2.469551086425781
modified_sta_lta4_q95,av_change_rate_roll_mean_100_v2,abs_max,MA_400MA_std_mean,avg_last_10000,2.4695560932159424
abs_mean,abs_max_roll_std_1000,ave_roll_std_10,std,q01_roll_mean_100,2.469559907913208
min_roll_mean_100,freq_cross_first_10000,skew,av_change_abs_roll_mean_10,abs_max_roll_mean_100,2.469579696655273
classic_sta_lta1_mean,av_change_rate_roll_mean_100,classic_sta_lta2_q95,abs_min,MA_400MA_std_mean,2.469582319259644
q05_roll_mean_10,av_change_rate_roll_std_10,q001,freq_cross_first_10000,avg_last_50000,2.46961522102356
max_first_10000,min,MA_400MA_std_mean,mean_change_rate_first_50000,count_big,2.469616651535034
mad,min_first_50000,classic_sta_lta7_q95,min_roll_mean_100,min_last_50000,2.4696204662323
classic_sta_lta6_mean,Imin,modified_sta_lta1_mean,std_roll_std_10,av_change_abs_roll_std_1000,2.469625234603882
ave_roll_std_1000,abs_q01,freq_cross_first_10000,max_first_10000,modified_sta_lta4_q05,2.469630002975464
modified_sta_lta7_q95,abs_max_roll_std_1000,Imean,av_change_abs_roll_mean_100,av_change_rate_roll_mean_100,2.4696319103240967
modified_sta_lta8_q95,MA_400MA_BB_low_mean,sum,Rmin,MA_400MA_std_mean,2.4696462154388428
classic_sta_lta4_q95,MA_700MA_BB_high_mean,MA_400MA_BB_high_mean,MA_400MA_BB_low_mean,ave10,2.469660520553589
q05_roll_mean_1000,Moving_average_3000_mean,abs_max_roll_mean_100,av_change_abs_roll_std_10,modified_sta_lta6_mean,2.4696691036224365
av_change_rate_roll_std_100v2,classic_sta_lta2_q95,mad,modified_sta_lta7_q05,classic_sta_lta3_q95,2.469696283340454
ave_roll_mean_10,modified_sta_lta4_q05,q95_roll_std_10,MA_700MA_std_mean,min_roll_std_100,2.4696967601776123
abs_trend,MA_400MA_BB_low_mean,std_first_10000,mean,classic_sta_lta3_q95,2.4696993827819824
av_change_rate_roll_mean_1000_v2,min_first_10000,Hilbert_mean,max_roll_std_10,max,2.46970272064209
classic_sta_lta5_q95,abs_std,med,MA_700MA_BB_low_mean,std_roll_mean_100,2.469707489013672
ave_roll_std_100,max_roll_std_1000,Hann_window_mean,Rmean_last_5000,av_change_abs_roll_std_10,2.4697096347808842
mean_change_rate_last_10000_v2,Rmax_last_5000,abs_q95,q01,mean_change_rate_last_10000,2.4697396755218506
max_roll_mean_100,MA_700MA_BB_high_mean,mean_diff,q01_roll_mean_100,modified_sta_lta4_mean,2.4697470664978027
MA_400MA_std_mean,std_last_50000,classic_sta_lta6_q05,abs_q01,mean,2.469754695892334
ave10,mean_change_rate_last_50000,av_change_abs_roll_std_1000,av_change_abs_roll_std_100,classic_sta_lta8_q05,2.46977162361145
av_change_abs_roll_mean_1000,classic_sta_lta3_q95,min_roll_mean_10,exp_Moving_average_6000_mean,max_roll_std_100,2.469776391983032
avg_first_50000,classic_sta_lta1_q95,std_roll_mean_10,modified_sta_lta8_mean,ave_roll_std_1000,2.4697787761688232
classic_sta_lta3_q05,mean_change_rate_last_10000,modified_sta_lta4_q05,modified_sta_lta4_q95,Hilbert_mean,2.4697859287261963
min,abs_max_roll_mean_1000,q05_roll_mean_1000,av_change_abs_roll_std_10,modified_sta_lta3_mean,2.469789981842041
q95_roll_mean_1000,max_first_50000,max,mad,classic_sta_lta8_mean,2.469791412353516
ave_roll_std_10,abs_max,q05_roll_mean_100,av_change_rate_roll_std_100v2,MA_1000MA_std_mean,2.4697976112365723
av_change_abs_roll_std_100,q95_roll_std_10,Imax,max_first_10000,abs_max_roll_std_100,2.4698379039764404
modified_sta_lta8_q95,av_change_abs_roll_mean_1000,modified_sta_lta4_q05,Rmax_last_15000,ave10,2.4698522090911865
MA_400MA_std_mean,av_change_rate_roll_mean_100,abs_min,mean_change_rate,max_roll_mean_10,2.469855070114136
classic_sta_lta8_mean,MA_700MA_BB_low_mean,q99_roll_std_1000,abs_max_roll_std_100,exp_Moving_average_300_mean,2.4698615074157715
mean_change_rate_last_10000_v2,q05_roll_mean_100,abs_q95,abs_max,mean_change_rate_first_50000_v2,2.4698641300201416
Rmax_last_5000,mean_abs_diff,av_change_rate_roll_mean_100_v2,max_roll_mean_1000,std_roll_std_1000,2.469866991043091
modified_sta_lta2_mean,max_first_50000,av_change_abs_roll_mean_1000,av_change_rate_roll_mean_1000,classic_sta_lta1_mean,2.469874143600464
MA_400MA_std_mean,std_first_10000,ave_roll_std_10,max_roll_mean_100,ave_roll_std_100,2.469883441925049
q95_roll_mean_100,mean_change_rate_last_10000,modified_sta_lta6_mean,ave_roll_std_10,Imax,2.4698848724365234
av_change_rate_roll_mean_100,MA_400MA_std_mean,max_last_10000,q95_roll_std_1000,abs_mean,2.469888925552368
classic_sta_lta1_q05,av_change_rate_roll_mean_10_v2,q95_roll_std_10,std_roll_mean_1000,classic_sta_lta6_q05,2.46989107131958
q95,MA_700MA_std_mean,min,Moving_average_700_mean,modified_sta_lta2_q05,2.4698944091796875
av_change_rate_roll_mean_1000_v2,std_roll_mean_10,MA_400MA_BB_low_mean,Moving_average_6000_mean,abs_max,2.469899177551269
MA_700MA_BB_low_mean,q01_roll_mean_10,classic_sta_lta2_q05,av_change_rate_roll_mean_100,q95_roll_std_10,2.469900369644165
Rmean_last_5000,Hilbert_mean,min_last_50000,modified_sta_lta3_mean,max_roll_std_100,2.4699151515960693
min_roll_mean_10,MA_1000MA_std_mean,exp_Moving_average_3000_mean,avg_last_10000,modified_sta_lta1_q05,2.469919204711914
max_roll_std_1000,av_change_rate_roll_std_1000,abs_trend,av_change_abs_roll_mean_10,av_change_rate_roll_std_100,2.469933032989502
std_roll_mean_10,MA_400MA_BB_low_mean,q01_roll_mean_100,q05_roll_mean_10,Rmin_last_5000,2.469943046569824
std_roll_mean_100,av_change_rate_roll_std_10,q99,MA_400MA_std_mean,max_last_10000,2.469944715499878
abs_trend,Imax,Rmax_last_15000,av_change_rate_roll_mean_100,MA_400MA_std_mean,2.4699575901031494
min_roll_mean_100,av_change_rate_roll_std_10,Rstd,avg_first_50000,MA_700MA_BB_high_mean,2.4699690341949463
med,MA_400MA_std_mean,skew,Imin,max_to_min_diff,2.4700026512146
mean_abs_diff,abs_q95,av_change_rate_roll_std_10v2,Rmin,std_last_10000,2.4700095653533936
modified_sta_lta3_q05,med,classic_sta_lta8_q05,av_change_abs_roll_std_100,MA_400MA_BB_low_mean,2.4700148105621342
max_roll_std_10,av_change_rate_roll_std_10,Hann_window_mean,min_roll_std_10,av_change_abs_roll_std_10,2.47002911567688
kurt,count_big,q95_roll_std_10,Moving_average_30000_mean,q99,2.4700369834899902
q001,av_change_abs_roll_mean_100,MA_400MA_BB_low_mean,mean_abs_diff,classic_sta_lta3_q05,2.470055341720581
min_first_10000,ave_roll_std_1000,Moving_average_1500_mean,q99_roll_mean_10,max,2.470061779022217
avg_first_50000,MA_1000MA_std_mean,min,classic_sta_lta8_q95,modified_sta_lta2_q05,2.470081090927124
min_first_50000,abs_max_roll_mean_1000,ave_roll_std_1000,q99_roll_std_1000,av_change_rate_roll_std_1000v2,2.470089673995972
min_first_50000,MA_700MA_BB_high_mean,max_first_10000,q99_roll_mean_1000,modified_sta_lta4_q05,2.47009015083313
mad,max_roll_std_10,abs_max_roll_std_100,Moving_average_30000_mean,max_roll_mean_100,2.47009539604187
av_change_abs_roll_mean_10,Moving_average_3000_mean,Rstd,modified_sta_lta2_q95,q99_roll_std_1000,2.4701001644134517
std_roll_std_100,Rstd_last_15000,min_last_10000,mean_abs_diff,max_roll_mean_10,2.47010350227356
modified_sta_lta4_q95,avg_last_10000,skew,q999,q95_roll_std_10,2.470106601715088
MA_1000MA_std_mean,MA_700MA_std_mean,q99_roll_std_100,mean_change_rate_first_50000_v2,modified_sta_lta4_q05,2.470126152038574
MA_700MA_BB_low_mean,classic_sta_lta3_q95,abs_q95,std_roll_std_1000,modified_sta_lta3_q05,2.4701268672943115
modified_sta_lta7_mean,MA_400MA_std_mean,classic_sta_lta3_q95,abs_mean,av_change_abs_roll_mean_10,2.470132112503052
av_change_abs_roll_mean_1000,min_roll_mean_10,modified_sta_lta2_mean,classic_sta_lta1_q05,modified_sta_lta4_q95,2.470141649246216
av_change_abs_roll_std_1000,modified_sta_lta4_q95,MA_1000MA_std_mean,q01_roll_mean_100,modified_sta_lta2_q05,2.470143795013428
kurt,av_change_abs_roll_mean_100,std_first_10000,min_roll_mean_10,classic_sta_lta2_mean,2.470143795013428
abs_q95,classic_sta_lta7_q95,Rmin_last_5000,modified_sta_lta4_mean,classic_sta_lta8_q05,2.4701483249664307
classic_sta_lta1_q05,q99_roll_std_100,min_first_10000,Hilbert_mean,abs_max_roll_mean_100,2.4701781272888184
std_roll_mean_1000,ave_roll_mean_100,classic_sta_lta4_q95,classic_sta_lta2_q05,MA_700MA_std_mean,2.47018837928772
mean_diff,av_change_abs_roll_mean_100,ave_roll_mean_10,classic_sta_lta2_q95,q95_roll_std_1000,2.4701924324035645
abs_mean,freq_cross_first_50000,classic_sta_lta5_q95,av_change_rate_roll_std_1000v2,av_change_rate_roll_mean_10,2.470192670822144
max_roll_mean_100,av_change_abs_roll_std_100,mean_change_rate_last_10000_v2,ave_roll_mean_1000,q99_roll_std_1000,2.4701929092407227
Rmin_last_5000,abs_max_roll_mean_10,Rmean_last_15000,std_roll_mean_100,av_change_abs_roll_mean_100,2.4701969623565674
classic_sta_lta7_q05,max_roll_std_10,av_change_rate_roll_mean_1000_v2,abs_q01,av_change_abs_roll_mean_10,2.4702308177948
min_roll_mean_10,av_change_abs_roll_mean_100,max_roll_std_10,max_roll_mean_10,std_roll_mean_100,2.47023606300354
modified_sta_lta1_mean,q95_roll_std_10,av_change_abs_roll_mean_100,max_roll_std_1000,av_change_rate_roll_mean_1000_v2,2.47023606300354
modified_sta_lta3_q05,Rmean_last_5000,abs_q95,modified_sta_lta5_mean,modified_sta_lta6_q95,2.4702417850494385
modified_sta_lta4_q95,mean_change_rate_first_10000_v2,mean,mad,classic_sta_lta5_q05,2.4702436923980717
ave_roll_std_10,classic_sta_lta8_mean,avg_first_50000,abs_q95,abs_max_roll_std_10,2.470245599746704
MA_700MA_std_mean,q05_roll_mean_10,mean_change_rate_first_10000,modified_sta_lta6_q05,mean_change_rate_first_10000_v2,2.4702489376068115
classic_sta_lta1_mean,classic_sta_lta8_mean,MA_700MA_std_mean,std_first_10000,freq_cross_last_10000,2.470256328582764
min_roll_mean_100,min_last_50000,abs_q05,modified_sta_lta7_q05,abs_q95,2.4702768325805664
std_roll_mean_100,MA_1000MA_std_mean,Imean,abs_max_roll_std_100,skew,2.470284938812256
MA_400MA_std_mean,MA_1000MA_std_mean,min_first_10000,abs_max,min_roll_mean_10,2.4702885150909424
std_roll_std_100,classic_sta_lta6_q05,modified_sta_lta4_q95,classic_sta_lta7_q95,MA_400MA_std_mean,2.470298767089844
q99_roll_std_1000,ave_roll_std_1000,count_big,Istd,exp_Moving_average_30000_mean,2.4703032970428467
q001,Imin,Moving_average_30000_mean,max_roll_std_100,Hilbert_mean,2.470322847366333
modified_sta_lta6_mean,modified_sta_lta5_q95,abs_std,MA_700MA_BB_high_mean,Rmax_last_5000,2.4703586101531982
ave10,abs_q01,modified_sta_lta6_mean,av_change_abs_roll_std_10,kurt,2.470370292663574
q99,MA_400MA_BB_high_mean,count_big,q05_roll_mean_100,trend,2.470387935638428
std_last_50000,skew,modified_sta_lta4_q95,MA_400MA_std_mean,avg_first_10000,2.470397710800171
classic_sta_lta1_q95,classic_sta_lta8_mean,min,MA_700MA_BB_high_mean,Rmean,2.470398187637329
exp_Moving_average_3000_mean,modified_sta_lta3_q05,min_first_50000,avg_last_10000,av_change_abs_roll_mean_100,2.4704127311706543
MA_700MA_std_mean,abs_max_roll_std_1000,modified_sta_lta6_q05,avg_first_10000,q99_roll_mean_100,2.4704132080078125
av_change_rate_roll_std_100,abs_trend,max_roll_mean_100,av_change_abs_roll_std_10,av_change_rate_roll_mean_10_v2,2.4704153537750244
max_roll_mean_1000,std_roll_mean_1000,MA_400MA_std_mean,max_roll_std_1000,modified_sta_lta2_mean,2.470430850982666
av_change_abs_roll_mean_100,Imax,freq_cross_first_50000,q05_roll_mean_1000,mean_diff,2.470439910888672
mean_change_rate_last_10000_v2,av_change_abs_roll_mean_1000,std,max_roll_mean_1000,min_first_10000,2.4704408645629883
med,modified_sta_lta2_q05,q95_roll_std_10,classic_sta_lta6_q95,modified_sta_lta3_q05,2.4704458713531494
q05_roll_mean_1000,count_big,av_change_abs_roll_mean_100,Rmean_last_5000,classic_sta_lta6_q05,2.4704666137695312
classic_sta_lta5_q95,max,mean_diff,av_change_rate_roll_mean_10_v2,mad,2.4704718589782715
ave_roll_mean_1000,ave_roll_std_100,abs_max_roll_mean_10,std_first_10000,modified_sta_lta4_q95,2.4704861640930176
max_roll_mean_10,modified_sta_lta4_q05,mean_change_rate_last_50000,q95_roll_std_10,av_change_abs_roll_std_1000,2.470502614974976
q99_roll_std_100,q95_roll_mean_100,modified_sta_lta8_mean,abs_max,q95_roll_std_10,2.470508813858032
q05_roll_mean_10,freq_cross_last_10000,q01_roll_mean_100,Imax,med,2.4705119132995605
ave_roll_std_1000,q95_roll_std_10,MA_700MA_BB_high_mean,std_roll_std_100,MA_700MA_BB_low_mean,2.470513105392456
ave_roll_std_100,max_roll_std_10,mean_change_rate_last_10000_v2,classic_sta_lta3_mean,abs_q95,2.47051739692688
Rmax_last_15000,modified_sta_lta3_mean,exp_Moving_average_3000_mean,mean_change_rate,ave_roll_std_10,2.4705278873443604
std_roll_std_10,q05,q001,q01_roll_mean_100,q95_roll_std_100,2.4705488681793213
modified_sta_lta7_mean,trend,ave_roll_std_1000,ave_roll_std_100,ave_roll_mean_100,2.4705512523651123
classic_sta_lta4_mean,modified_sta_lta2_q95,min_roll_std_1000,classic_sta_lta1_q05,av_change_abs_roll_mean_1000,2.4705612659454346
